Time (CET)	Latitude	Longitude	Course	kts	mph	meters	Rate	Reporting Facility
Sat 23:34:59	-35.7869	148.7229	↙ 238°	425	489	11,582	-35 Descending	 Aus ATC (ADS-B)
Sat 23:35:02	-35.7893	148.7182	↙ 239°	425	489	11,575	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:35:09	-35.7971	148.7021	↙ 238°	425	489	11,582	38 Climbing	 Aus ATC (ADS-B)
Sat 23:35:14	-35.8021	148.6919	↙ 239°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:35:24	-35.8123	148.6711	↙ 239°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:35:29	-35.8173	148.6609	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:35:32	-35.8210	148.6535	↙ 239°	426	490	11,582	 Level	 FlightAware ADS-B (WGA / YSWG)
Sat 23:35:34	-35.8225	148.6504	↙ 243°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:35:39	-35.8276	148.6401	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:35:49	-35.8378	148.6193	↙ 239°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:35:54	-35.8428	148.6091	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:36:04	-35.8530	148.5883	↙ 239°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:36:14	-35.8631	148.5677	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:36:19	-35.8683	148.5573	↙ 239°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:36:20	-35.8701	148.5538	↙ 238°	426	490	11,582	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:36:29	-35.8789	148.5367	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:36:51	-35.9025	148.4932	↙ 236°	426	490	11,582	 Level	 FlightAware ADS-B (YXSB)
Sat 23:37:09	-35.9232	148.4567	↙ 235°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:37:21	-35.9370	148.4322	↙ 236°	426	490	11,582	 Level	 FlightAware ADS-B (YXSB)
Sat 23:37:24	-35.9400	148.4267	↙ 235°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:37:34	-35.9513	148.4068	↙ 235°	428	493	11,582	-16 Descending	 Aus ATC (ADS-B)
Sat 23:37:53	-35.9719	148.3701	↙ 235°	428	493	11,575	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:38:14	-35.9963	148.3267	↙ 235°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:38:23	-36.0065	148.3087	↙ 235°	430	495	11,575	 Level	 FlightAware ADS-B (MEL / YMML)
Sat 23:38:24	-36.0076	148.3066	↙ 241°	430	495	11,582	29 Climbing	 Aus ATC (ADS-B)
Sat 23:38:39	-36.0246	148.2763	↙ 236°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:38:54	-36.0416	148.2458	↙ 235°	434	499	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:39:04	-36.0530	148.2256	↙ 235°	435	501	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:39:19	-36.0703	148.1949	↙ 236°	436	502	11,582	-24 Descending	 Aus ATC (ADS-B)
Sat 23:39:23	-36.0750	148.1866	↙ 235°	437	503	11,575	-13 Descending	 FlightAware ADS-B (YGDO)
Sat 23:39:53	-36.1086	148.1264	↙ 235°	437	503	11,575	 Level	 FlightAware ADS-B (GUL / YGLB)
Sat 23:40:25	-36.1380	148.0737	↙ 237°	437	503	11,575	9 Climbing	 FlightAware ADS-B (YXSB)
Sat 23:40:47	-36.1711	148.0145	↙ 236°	438	504	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:41:17	-36.2067	147.9505	↙ 236°	438	504	11,575	 Level	 FlightAware ADS-B (YYWG)
Sat 23:41:49	-36.2433	147.8846	↙ 236°	438	504	11,582	7 Climbing	 FlightAware ADS-B (YJIN)
Sat 23:42:19	-36.2777	147.8227	↙ 236°	438	504	11,582	-8 Descending	 FlightAware ADS-B (CBR / YSCB)
Sat 23:42:49	-36.3118	147.7611	↙ 236°	438	504	11,575	 Level	 FlightAware ADS-B (MBW / YMMB)
Sat 23:43:19	-36.3458	147.6995	↙ 236°	438	504	11,582	8 Climbing	 FlightAware ADS-B (MBW / YMMB)
Sat 23:43:49	-36.3807	147.6363	↙ 236°	438	504	11,582	-8 Descending	 FlightAware ADS-B (ABX / YMAY)
Sat 23:44:19	-36.4137	147.5764	↙ 236°	439	505	11,575	 Level	 FlightAware ADS-B (YGDO)
Sat 23:44:46	-36.4451	147.5193	↙ 237°	439	505	11,582	 Level	 FlightAware ADS-B (YAFD)
Sat 23:45:16	-36.4778	147.4598	↙ 237°	441	507	11,575	-6 Descending	 FlightAware ADS-B (YAFD)
Sat 23:45:56	-36.5254	147.3726	↙ 236°	441	507	11,575	7 Climbing	 FlightAware ADS-B (YXWG)
Sat 23:46:18	-36.5502	147.3273	↙ 236°	441	507	11,582	11 Climbing	 FlightAware ADS-B (MBW / YMMB)
Sat 23:46:37	-36.5721	147.2873	↙ 236°	442	509	11,582	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:47:07	-36.6060	147.2250	↙ 236°	442	509	11,582	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:47:37	-36.6409	147.1608	↙ 236°	442	509	11,582	-8 Descending	 FlightAware ADS-B (CBR / YSCB)
Sat 23:48:07	-36.6754	147.0972	↙ 236°	442	509	11,575	-8 Descending	 FlightAware ADS-B (CBR / YSCB)
Sat 23:48:37	-36.7092	147.0348	↙ 236°	442	509	11,575	-76 Descending	 FlightAware ADS-B (CBR / YSCB)
Sat 23:49:07	-36.7432	146.9721	↙ 236°	442	509	11,499	-290 Descending	 FlightAware ADS-B (YAFD)
Sat 23:49:37	-36.7773	146.9091	↙ 237°	442	509	11,285	-488 Descending	 FlightAware ADS-B (YAFD)
Sat 23:50:07	-36.8131	146.8427	↙ 237°	444	511	11,011	-506 Descending	 FlightAware ADS-B (YDPO)
Sat 23:50:24	-36.8310	146.8092	↙ 238°	445	512	10,889	-554 Descending	 FlightAware ADS-B (YAFD)
Sat 23:50:54	-36.8661	146.7434	↙ 236°	451	519	10,577	-625 Descending	 FlightAware ADS-B (MBW / YMMB)
Sat 23:51:24	-36.9016	146.6773	↙ 236°	457	526	10,264	-678 Descending	 FlightAware ADS-B (YRSY)
Sat 23:51:54	-36.9366	146.6120	↙ 236°	461	531	9,898	-907 Descending	 FlightAware ADS-B (BSJ / YBNS)
Sat 23:52:24	-36.9734	146.5435	↙ 236°	467	537	9,357	-1,135 Descending	 FlightAware ADS-B (YRSY)
Sat 23:52:54	-37.0096	146.4755	↙ 236°	472	543	8,763	-1,173 Descending	 FlightAware ADS-B (YRSY)
Sat 23:53:24	-37.0450	146.4094	↙ 236°	477	549	8,184	-890 Descending	 FlightAware ADS-B (MBW / YMMB)
Sat 23:53:50	-37.0757	146.3514	↙ 238°	464	534	7,932	-676 Descending	 FlightAware ADS-B (YFSK)
Sat 23:54:10	-37.0991	146.3070	↙ 238°	457	526	7,666	-823 Descending	 FlightAware ADS-B (YFSK)
Sat 23:54:40	-37.1332	146.2425	↙ 237°	451	519	7,247	-808 Descending	 FlightAware ADS-B (YAFD)
Sat 23:55:10	-37.1685	146.1758	↙ 238°	442	509	6,858	-791 Descending	 FlightAware ADS-B (YFSK)
Sat 23:55:28	-37.1885	146.1377	↙ 237°	436	502	6,614	-782 Descending	 FlightAware ADS-B (MEL / YMML)
Sat 23:55:55	-37.2183	146.0807	↙ 238°	429	494	6,271	-816 Descending	 FlightAware ADS-B (YAFD)
Sat 23:56:19	-37.2443	146.0312	↙ 237°	425	489	5,921	-851 Descending	 FlightAware ADS-B (YTDN)
Sat 23:56:31	-37.2579	146.0054	↙ 236°	422	486	5,761	-780 Descending	 Aus ATC (ADS-B)
Sat 23:56:36	-37.2632	145.9953	↙ 235°	421	484	5,700	-610 Descending	 Aus ATC (ADS-B)
Sat 23:56:43	-37.2687	145.9851	↙ 235°	421	484	5,639	-844 Descending	 Aus ATC (ADS-B)
Sat 23:56:49	-37.2765	145.9703	↙ 236°	418	481	5,517	-843 Descending	 FlightAware ADS-B (MEL / YMML)
Sat 23:57:15	-37.3040	145.9184	↙ 238°	412	474	5,189	-784 Descending	 FlightAware ADS-B (YAFD)
Sat 23:57:45	-37.3362	145.8572	↙ 237°	404	465	4,785	-762 Descending	 FlightAware ADS-B (YLEG)
Sat 23:58:15	-37.3663	145.7993	↙ 238°	397	457	4,427	-750 Descending	 FlightAware ADS-B (YAFD)
Sat 23:58:38	-37.3880	145.7575	↙ 238°	393	452	4,122	-821 Descending	 FlightAware ADS-B (YAFD)
Sat 23:58:59	-37.4098	145.7153	↙ 237°	390	449	3,825	-792 Descending	 FlightAware ADS-B (MEB / YMEN)
Sat 23:59:19	-37.4292	145.6785	↙ 237°	388	447	3,581	-794 Descending	 FlightAware ADS-B (MEB / YMEN)
Sat 23:59:37	-37.4440	145.6409	← 252°	388	447	3,322	-774 Descending	 FlightAware ADS-B (YAFD)
Sat 23:59:58	-37.4502	145.5932	← 269°	385	443	3,078	-591 Descending	 FlightAware ADS-B (YRSY)
Sun 00:00:25	-37.4496	145.5365	← 271°	374	430	2,850	-522 Descending	 FlightAware ADS-B (MEL / YMML)
Sun 00:00:26	-37.4496	145.5338	← 269°	375	432	2,835	-457 Descending	 Aus ATC (ADS-B)
Sun 00:00:31	-37.4495	145.5229	← 270°	375	432	2,804	-358 Descending	 Aus ATC (ADS-B)
Sun 00:00:49	-37.4490	145.4822	← 271°	369	425	2,697	-542 Descending	 FlightAware ADS-B (MEB / YMEN)
Sun 00:01:14	-37.4482	145.4292	← 271°	367	422	2,416	-643 Descending	 FlightAware ADS-B (MEB / YMEN)
Sun 00:01:16	-37.4482	145.4267	← 269°	367	422	2,408	-588 Descending	 Aus ATC (ADS-B)
Sun 00:01:21	-37.4480	145.4160	← 271°	367	422	2,347	-818 Descending	 Aus ATC (ADS-B)
Sun 00:01:35	-37.4478	145.3866	← 271°	366	421	2,149	-777 Descending	 FlightAware ADS-B (YHBH)
Sun 00:01:51	-37.4475	145.3531	← 271°	363	418	1,958	-668 Descending	 FlightAware ADS-B (YTDN)
Sun 00:02:01	-37.4472	145.3313	← 271°	362	417	1,859	-754 Descending	 Aus ATC (ADS-B)
Sun 00:02:11	-37.4470	145.3107	← 270°	361	415	1,707	-732 Descending	 FlightAware ADS-B (MEL / YMML)
Sun 00:02:26	-37.4468	145.2791	← 270°	357	411	1,554	-512 Descending	 Aus ATC (ADS-B)
Sun 00:02:36	-37.4464	145.2586	← 271°	350	403	1,494	-244 Descending	 Aus ATC (ADS-B)
Sun 00:02:41	-37.4462	145.2485	← 271°	348	400	1,494	-122 Descending	 Aus ATC (ADS-B)
Sun 00:02:51	-37.4458	145.2284	← 271°	346	398	1,463	-47 Descending	 Aus ATC (ADS-B)
Sun 00:03:10	-37.4452	145.1912	← 271°	348	400	1,471	9 Climbing	 FlightAware ADS-B (YHBH)
Sun 00:03:40	-37.4444	145.1289	← 271°	327	376	1,471	-67 Descending	 FlightAware ADS-B (MEL / YMML)
Sun 00:04:11	-37.4436	145.0743	← 271°	302	348	1,402	-202 Descending	 Aus ATC (ADS-B)
Sun 00:04:41	-37.4428	145.0228	← 271°	289	333	1,265	-261 Descending	 FlightAware ADS-B (MBW / YMMB)
Sun 00:04:46	-37.4427	145.0148	← 271°	288	331	1,250	-265 Descending	 Aus ATC (ADS-B)
Sun 00:05:00	-37.4424	144.9930	← 271°	282	325	1,181	-293 Descending	 FlightAware ADS-B (MEB / YMEN)
Sun 00:05:25	-37.4420	144.9515	← 269°	263	303	1,059	-264 Descending	 FlightAware ADS-B (YAFD)
Sun 00:05:26	-37.4420	144.9507	← 272°	263	303	1,067	-370 Descending	 Aus ATC (ADS-B)
Sun 00:05:46	-37.4449	144.9200	← 259°	247	284	930	-274 Descending	 FlightAware ADS-B (MEL / YMML)
Sun 00:06:06	-37.4487	144.8941	← 259°	233	268	884	-165 Descending	 Aus ATC (ADS-B)
Sun 00:06:11	-37.4497	144.8869	← 260°	229	264	861	-183 Descending	 FlightAware ADS-B (MEB / YMEN)
Sun 00:06:16	-37.4506	144.8810	← 260°	226	260	853	72 Climbing	 Aus ATC (ADS-B)
Sun 00:06:30	-37.4532	144.8623	← 260°	212	244	884	54 Climbing	 Aus ATC (ADS-B)
Sun 00:06:33	-37.4536	144.8593	← 260°	208	239	869	-166 Descending	 FlightAware ADS-B (YAFD)
Sun 00:06:41	-37.4548	144.8507	← 259°	205	236	853	-76 Descending	 Aus ATC (ADS-B)
Sun 00:06:45	-37.4556	144.8450	← 261°	199	229	853	 Level	 Aus ATC (ADS-B)
Sun 00:06:55	-37.4572	144.8339	← 260°	194	223	853	25 Climbing	 Aus ATC (ADS-B)
Sun 00:07:03	-37.4582	144.8260	← 260°	193	222	861	 Level	 FlightAware ADS-B (MBW / YMMB)
Sun 00:07:05	-37.4587	144.8228	← 259°	192	221	853	-65 Descending	 Aus ATC (ADS-B)
Sun 00:07:10	-37.4599	144.8175	← 255°	191	220	853	 Level	 Aus ATC (ADS-B)
Sun 00:07:20	-37.4649	144.8088	↙ 233°	183	211	853	41 Climbing	 Aus ATC (ADS-B)
Sun 00:07:21	-37.4653	144.8085	↙ 219°	182	209	861	54 Climbing	 FlightAware ADS-B (MEL / YMML)
Sun 00:07:37	-37.4773	144.8038	↓ 184°	174	200	869	-13 Descending	 FlightAware ADS-B (MEB / YMEN)
Sun 00:07:55	-37.4922	144.8049	↓ 177°	173	199	853	 Level	 Aus ATC (ADS-B)
Sun 00:08:00	-37.4958	144.8055	↓ 172°	173	199	869	91 Climbing	 FlightAware ADS-B (MBW / YMMB)
Sun 00:08:15	-37.5081	144.8079	↓ 173°	172	198	884	-21 Descending	 Aus ATC (ADS-B)
Sun 00:08:22	-37.5132	144.8088	↓ 171°	172	198	861	-183 Descending	 FlightAware ADS-B (MEL / YMML)
Sun 00:08:25	-37.5160	144.8093	↓ 175°	172	198	853	-25 Descending	 Aus ATC (ADS-B)
Sun 00:08:40	-37.5277	144.8116	↓ 170°	173	199	853	-73 Descending	 Aus ATC (ADS-B)
Sun 00:08:50	-37.5357	144.8131	↓ 174°	174	200	823	-267 Descending	 Aus ATC (ADS-B)
Sun 00:08:52	-37.5375	144.8134	↓ 172°	174	200	800	-366 Descending	 FlightAware ADS-B (MBW / YMMB)
Sun 00:08:55	-37.5396	144.8138	↓ 164°	175	201	792	-316 Descending	 Aus ATC (ADS-B)
Sun 00:09:05	-37.5477	144.8152	↓ 173°	174	200	732	-366 Descending	 Aus ATC (ADS-B)
Sun 00:09:10	-37.5516	144.8160	↓ 169°	171	197	701	-244 Descending	 Aus ATC (ADS-B)
Sun 00:09:20	-37.5594	144.8174	↓ 172°	169	194	671	-267 Descending	 Aus ATC (ADS-B)
Sun 00:09:22	-37.5605	144.8176	↓ 172°	168	193	648	-314 Descending	 FlightAware ADS-B (YMPC)
Sun 00:09:52	-37.5829	144.8218	↓ 171°	161	185	503	-291 Descending	 FlightAware ADS-B (MBW / YMMB)
Sun 00:09:55	-37.5858	144.8224	↓ 174°	160	184	488	-343 Descending	 Aus ATC (ADS-B)
Sun 00:10:00	-37.5894	144.8230	↓ 168°	156	180	457	-244 Descending	 Aus ATC (ADS-B)
Sun 00:10:10	-37.5963	144.8242	↓ 172°	149	171	427	-122 Descending	 Aus ATC (ADS-B)
Sun 00:10:15	-37.5997	144.8248	↓ 170°	146	168	427	-254 Descending	 Aus ATC (ADS-B)
Sun 00:10:19	-37.6025	144.8253	↓ 172°	146	168	389	-366 Descending	 FlightAware ADS-B (YHBH)
Sun 00:10:25	-37.6063	144.8260	↓ 168°	145	167	366	-125 Descending	 Aus ATC (ADS-B)
Sun 00:10:30	-37.6097	144.8268	↓ 170°	144	166	366	-229 Descending	 Aus ATC (ADS-B)
Sun 00:10:35	-37.6130	144.8274	↓ 171°	144	166	328	-366 Descending	 FlightAware ADS-B (YRSY)
Sun 00:10:40	-37.6162	144.8280	↓ 166°	143	165	305	-213 Descending	 Aus ATC (ADS-B)
Sun 00:10:50	-37.6230	144.8292	↓ 172°	147	169	274	-208 Descending	 Aus ATC (ADS-B)
Sun 00:10:51	-37.6234	144.8293	↓ 171°	148	170	267	 Level	 FlightAware ADS-B (MEL / YMML)
Sun 00:10:55	-37.6264	144.8299	↓ 167°	149	171	274	-229 Descending	 Aus ATC (ADS-B)
Sun 00:11:00    Arrival (MEL) @ Sunday 10:11:00 AEDT			 ffas
Sun 00:11:05	-37.6332	144.8311	↓ 172°	149	171	213	-343 Descending	 Aus ATC (ADS-B)
Sun 00:11:07	-37.6337	144.8313	↓ 172°	149	171	206	-254 Descending	 FlightAware ADS-B (MBW / YMMB)
Sun 00:11:23	-37.6451	144.8334	↓ 172°	148	170	137	-243 Descending	 FlightAware ADS-B (MBW / YMMB)
Sun 00:11:39	-37.6561	144.8355	↓ 172°	145	167	76	-229 Descending	 FlightAware ADS-B (YTYA)
